,0
Home_PASS,437
Away_PASS,362
Away_RECOVERY,143
Home_RECOVERY,135
Home_BALL LOST,129
Away_BALL LOST,128
Home_CHALLENGE,118
Away_CHALLENGE,115
Home_SET PIECE,45
Away_BALL OUT,33
Away_SET PIECE,32
Home_SHOT,18
Home_BALL OUT,18
Home_FAULT RECEIVED,15
Away_FAULT RECEIVED,7
Away_SHOT,6
Home_CARD,2
Away_CARD,2
