,0
Home_PASS,543
Away_PASS,421
Home_CHALLENGE,160
Away_CHALLENGE,151
Home_RECOVERY,135
Home_BALL LOST,120
Away_RECOVERY,113
Away_BALL LOST,113
Away_SET PIECE,46
Home_SET PIECE,34
Home_BALL OUT,27
Away_BALL OUT,22
Home_SHOT,13
Away_SHOT,11
Away_FAULT RECEIVED,11
Home_FAULT RECEIVED,9
Away_CARD,3
Home_CARD,3
